,0,1,2,3,4
42.6,2012,1.5,-0.5,45.5202471,-122.6741949
43.3,2012,1.5,-0.5,37.3361905,-121.8905833
44.0,2012,1.5,-0.5,25.7742658,-80.1936589
44.6,2012,1.5,-0.5,40.7127281,-74.0060152
45.6,2012,1.5,-0.5,39.7392364,-104.9848623
48.6,2012,1.5,-0.5,29.7589382,-95.3676974
50.3,2012,1.5,-0.5,42.3602534,-71.0582912
51.9,2012,1.5,-0.5,37.8044557,-122.2713563
51.9,2012,1.5,-0.5,38.8948932,-77.0365529
53.5,2012,1.5,-0.5,44.9706705,-93.268217735811
56.1,2012,1.5,-0.5,36.4280088,-92.0269643
57.8,2012,1.5,-0.5,36.1662859,-115.149225
59.1,2012,1.5,-0.5,32.753177,-97.3327459
59.3,2012,1.5,-0.5,41.8755616,-87.6244212
73.4,2012,1.5,-0.5,39.9527237,-75.1635262
76.8,2012,1.5,-0.5,39.100105,-94.5781416
79.2,2012,1.5,-0.5,42.3315509,-83.0466403
79.4,2012,1.5,-0.5,39.9622601,-83.0007065
80.5,2012,1.5,-0.5,39.7683331,-86.1583502
26.9,2013,-0.5,-0.5,33.4485866,-112.0773456
28.1,2013,-0.5,-0.5,29.4246002,-98.4951405
28.8,2013,-0.5,-0.5,25.7742658,-80.1936589
29.5,2013,-0.5,-0.5,44.4567705,-78.7359702
30.9,2013,-0.5,-0.5,37.3361905,-121.8905833
31.3,2013,-0.5,-0.5,47.6038321,-122.3300624
33.2,2013,-0.5,-0.5,40.7127281,-74.0060152
33.5,2013,-0.5,-0.5,45.4149778,-72.749396
34.4,2013,-0.5,-0.5,32.9637838,-116.7706277
34.5,2013,-0.5,-0.5,39.7392364,-104.9848623
37.9,2013,-0.5,-0.5,37.8044557,-122.2713563
39.3,2013,-0.5,-0.5,32.753177,-97.3327459
41.2,2013,-0.5,-0.5,44.9706705,-93.268217735811
42.0,2013,-0.5,-0.5,42.3602534,-71.0582912
42.4,2013,-0.5,-0.5,45.5202471,-122.6741949
43.4,2013,-0.5,-0.5,36.4280088,-92.0269643
44.9,2013,-0.5,-0.5,41.8755616,-87.6244212
49.9,2013,-0.5,-0.5,36.1662859,-115.149225
55.5,2013,-0.5,-0.5,39.9527237,-75.1635262
59.0,2013,-0.5,-0.5,39.7683331,-86.1583502
59.9,2013,-0.5,-0.5,39.100105,-94.5781416
60.1,2013,-0.5,-0.5,42.3315509,-83.0466403
62.3,2013,-0.5,-0.5,39.9622601,-83.0007065
4.5,2013,-0.5,0.5,33.4485866,-112.0773456
16.7,2013,-0.5,0.5,44.9706705,-93.268217735811
27.7,2013,-0.5,0.5,36.4280088,-92.0269643
138.0,2013,-0.5,0.5,39.7392364,-104.9848623
11.3,2013,-0.5,1.5,44.4567705,-78.7359702
15.2,2013,-0.5,1.5,33.4485866,-112.0773456
21.2,2013,-0.5,1.5,39.7392364,-104.9848623
23.3,2013,-0.5,1.5,36.4280088,-92.0269643
25.1,2013,-0.5,1.5,40.7127281,-74.0060152
25.3,2013,-0.5,1.5,47.6038321,-122.3300624
28.1,2013,-0.5,1.5,39.9527237,-75.1635262
28.4,2013,-0.5,1.5,37.3361905,-121.8905833
30.1,2013,-0.5,1.5,32.9637838,-116.7706277
36.4,2013,-0.5,1.5,37.8044557,-122.2713563
36.5,2013,-0.5,1.5,45.4149778,-72.749396
36.8,2013,-0.5,1.5,41.8755616,-87.6244212
37.3,2013,-0.5,1.5,36.1662859,-115.149225
0,2013,-0.5,1.5,42.3602534,-71.0582912
0,2013,-0.5,1.5,39.9622601,-83.0007065
0,2013,-0.5,1.5,32.753177,-97.3327459
0,2013,-0.5,1.5,32.753177,-97.3327459
0,2013,-0.5,1.5,39.7683331,-86.1583502
0,2013,-0.5,1.5,39.7683331,-86.1583502
27.2,2013,-0.5,2.5,33.4485866,-112.0773456
29.8,2013,-0.5,2.5,25.7742658,-80.1936589
33.7,2013,-0.5,2.5,44.9706705,-93.268217735811
34.8,2013,-0.5,2.5,40.7127281,-74.0060152
37.1,2013,-0.5,2.5,44.4567705,-78.7359702
41.7,2013,-0.5,2.5,32.9637838,-116.7706277
44.3,2013,-0.5,2.5,39.7392364,-104.9848623
44.4,2013,-0.5,2.5,29.4246002,-98.4951405
46.3,2013,-0.5,2.5,32.753177,-97.3327459
46.7,2013,-0.5,2.5,42.3602534,-71.0582912
47.1,2013,-0.5,2.5,47.6038321,-122.3300624
48.2,2013,-0.5,2.5,36.4280088,-92.0269643
50.8,2013,-0.5,2.5,36.1662859,-115.149225
54.3,2013,-0.5,2.5,45.4149778,-72.749396
54.4,2013,-0.5,2.5,37.8044557,-122.2713563
55.9,2013,-0.5,2.5,39.7683331,-86.1583502
56.8,2013,-0.5,2.5,41.8755616,-87.6244212
58.9,2013,-0.5,2.5,39.9527237,-75.1635262
60.9,2013,-0.5,2.5,39.9622601,-83.0007065
62.6,2013,-0.5,2.5,42.3315509,-83.0466403
63.8,2013,-0.5,2.5,39.100105,-94.5781416
1.4,2013,-0.5,3.5,44.9706705,-93.268217735811
5.5,2013,-0.5,3.5,33.4485866,-112.0773456
12.3,2013,-0.5,3.5,32.753177,-97.3327459
15.1,2013,-0.5,3.5,37.3361905,-121.8905833
18.8,2013,-0.5,3.5,41.8755616,-87.6244212
19.1,2013,-0.5,3.5,32.9637838,-116.7706277
19.6,2013,-0.5,3.5,45.4149778,-72.749396
20.7,2013,-0.5,3.5,44.4567705,-78.7359702
20.7,2013,-0.5,3.5,40.7127281,-74.0060152
21.3,2013,-0.5,3.5,29.4246002,-98.4951405
24.1,2013,-0.5,3.5,36.1662859,-115.149225
25.5,2013,-0.5,3.5,25.7742658,-80.1936589
30.4,2013,-0.5,3.5,39.7392364,-104.9848623
31.6,2013,-0.5,3.5,39.9527237,-75.1635262
45.6,2013,-0.5,3.5,36.4280088,-92.0269643
0,2013,-0.5,3.5,42.3602534,-71.0582912
0,2013,-0.5,3.5,39.9622601,-83.0007065
0,2013,-0.5,3.5,39.7683331,-86.1583502
0,2013,-0.5,3.5,39.7683331,-86.1583502
0,2013,-0.5,3.5,37.8044557,-122.2713563
12.4,2013,-0.5,4.5,33.4485866,-112.0773456
7.6,2013,-0.5,5.5,36.1662859,-115.149225
19.4,2013,-0.5,5.5,29.4246002,-98.4951405
0,2013,-0.5,5.5,42.3602534,-71.0582912
0,2013,-0.5,5.5,39.9622601,-83.0007065
0,2013,-0.5,5.5,32.753177,-97.3327459
0,2013,-0.5,5.5,32.753177,-97.3327459
0,2013,-0.5,5.5,37.8044557,-122.2713563
0,2013,-0.5,5.5,32.9637838,-116.7706277
28.8,2013,-0.5,6.5,37.8044557,-122.2713563
29.2,2013,-0.5,6.5,45.4149778,-72.749396
31.8,2013,-0.5,6.5,47.6038321,-122.3300624
34.9,2013,-0.5,6.5,44.4567705,-78.7359702
35.2,2013,-0.5,6.5,39.7392364,-104.9848623
35.8,2013,-0.5,6.5,29.4246002,-98.4951405
39.1,2013,-0.5,6.5,32.9637838,-116.7706277
39.2,2013,-0.5,6.5,37.3361905,-121.8905833
39.8,2013,-0.5,6.5,25.7742658,-80.1936589
40.7,2013,-0.5,6.5,40.7127281,-74.0060152
42.4,2013,-0.5,6.5,33.4485866,-112.0773456
43.3,2013,-0.5,6.5,42.3315509,-83.0466403
43.4,2013,-0.5,6.5,45.5202471,-122.6741949
43.7,2013,-0.5,6.5,32.753177,-97.3327459
46.2,2013,-0.5,6.5,44.9706705,-93.268217735811
46.6,2013,-0.5,6.5,36.4280088,-92.0269643
47.2,2013,-0.5,6.5,41.8755616,-87.6244212
51.3,2013,-0.5,6.5,42.3602534,-71.0582912
52.9,2013,-0.5,6.5,39.9527237,-75.1635262
56.4,2013,-0.5,6.5,36.1662859,-115.149225
58.9,2013,-0.5,6.5,39.100105,-94.5781416
62.9,2013,-0.5,6.5,39.7683331,-86.1583502
64.7,2013,-0.5,6.5,39.9622601,-83.0007065
18.2,2013,0.5,-0.5,25.7742658,-80.1936589
23.1,2013,0.5,-0.5,29.4246002,-98.4951405
23.9,2013,0.5,-0.5,37.3361905,-121.8905833
25.3,2013,0.5,-0.5,45.4149778,-72.749396
25.5,2013,0.5,-0.5,33.4485866,-112.0773456
26.1,2013,0.5,-0.5,47.6038321,-122.3300624
26.4,2013,0.5,-0.5,40.7127281,-74.0060152
26.7,2013,0.5,-0.5,44.4567705,-78.7359702
28.3,2013,0.5,-0.5,32.9637838,-116.7706277
31.0,2013,0.5,-0.5,44.9706705,-93.268217735811
31.9,2013,0.5,-0.5,32.753177,-97.3327459
32.0,2013,0.5,-0.5,39.7392364,-104.9848623
32.7,2013,0.5,-0.5,42.3602534,-71.0582912
35.5,2013,0.5,-0.5,36.4280088,-92.0269643
37.9,2013,0.5,-0.5,45.5202471,-122.6741949
38.0,2013,0.5,-0.5,41.8755616,-87.6244212
42.2,2013,0.5,-0.5,36.1662859,-115.149225
44.9,2013,0.5,-0.5,42.3315509,-83.0466403
45.2,2013,0.5,-0.5,39.9527237,-75.1635262
48.1,2013,0.5,-0.5,39.7683331,-86.1583502
50.1,2013,0.5,-0.5,39.100105,-94.5781416
52.8,2013,0.5,-0.5,39.9622601,-83.0007065
27.9,2013,1.5,-0.5,33.4485866,-112.0773456
32.8,2013,1.5,-0.5,44.4567705,-78.7359702
37.6,2013,1.5,-0.5,29.4246002,-98.4951405
37.7,2013,1.5,-0.5,39.7392364,-104.9848623
38.7,2013,1.5,-0.5,47.6038321,-122.3300624
40.2,2013,1.5,-0.5,37.3361905,-121.8905833
42.3,2013,1.5,-0.5,32.9637838,-116.7706277
43.1,2013,1.5,-0.5,25.7742658,-80.1936589
43.1,2013,1.5,-0.5,40.7127281,-74.0060152
44.5,2013,1.5,-0.5,45.4149778,-72.749396
47.1,2013,1.5,-0.5,37.8044557,-122.2713563
49.3,2013,1.5,-0.5,45.5202471,-122.6741949
49.9,2013,1.5,-0.5,32.753177,-97.3327459
53.7,2013,1.5,-0.5,36.4280088,-92.0269643
54.4,2013,1.5,-0.5,41.8755616,-87.6244212
54.5,2013,1.5,-0.5,42.3602534,-71.0582912
55.9,2013,1.5,-0.5,44.9706705,-93.268217735811
59.2,2013,1.5,-0.5,36.1662859,-115.149225
71.0,2013,1.5,-0.5,39.9527237,-75.1635262
73.3,2013,1.5,-0.5,39.9622601,-83.0007065
75.0,2013,1.5,-0.5,39.7683331,-86.1583502
75.8,2013,1.5,-0.5,39.100105,-94.5781416
81.7,2013,1.5,-0.5,42.3315509,-83.0466403
19.6,2014,-0.5,-0.5,29.4246002,-98.4951405
27.9,2014,-0.5,-0.5,47.6038321,-122.3300624
28.4,2014,-0.5,-0.5,25.7742658,-80.1936589
29.9,2014,-0.5,-0.5,44.4567705,-78.7359702
30.0,2014,-0.5,-0.5,32.9637838,-116.7706277
34.5,2014,-0.5,-0.5,39.7392364,-104.9848623
34.7,2014,-0.5,-0.5,37.8044557,-122.2713563
35.4,2014,-0.5,-0.5,45.5202471,-122.6741949
38.0,2014,-0.5,-0.5,32.753177,-97.3327459
41.5,2014,-0.5,-0.5,42.3602534,-71.0582912
42.1,2014,-0.5,-0.5,36.4280088,-92.0269643
46.2,2014,-0.5,-0.5,44.9706705,-93.268217735811
52.0,2014,-0.5,-0.5,42.3315509,-83.0466403
53.8,2014,-0.5,-0.5,39.9527237,-75.1635262
54.3,2014,-0.5,-0.5,36.1662859,-115.149225
56.9,2014,-0.5,-0.5,39.7683331,-86.1583502
59.3,2014,-0.5,-0.5,39.100105,-94.5781416
60.8,2014,-0.5,-0.5,39.9622601,-83.0007065
0.0,2014,-0.5,0.5,39.7683331,-86.1583502
27.8,2014,-0.5,0.5,36.4280088,-92.0269643
49.3,2014,-0.5,0.5,44.9706705,-93.268217735811
17.9,2014,-0.5,1.5,44.4567705,-78.7359702
21.5,2014,-0.5,1.5,39.7392364,-104.9848623
22.2,2014,-0.5,1.5,44.9706705,-93.268217735811
22.7,2014,-0.5,1.5,36.4280088,-92.0269643
22.9,2014,-0.5,1.5,47.6038321,-122.3300624
24.9,2014,-0.5,1.5,32.9637838,-116.7706277
25.5,2014,-0.5,1.5,40.7127281,-74.0060152
26.0,2014,-0.5,1.5,39.9527237,-75.1635262
38.4,2014,-0.5,1.5,37.8044557,-122.2713563
40.8,2014,-0.5,1.5,42.3602534,-71.0582912
43.6,2014,-0.5,1.5,36.1662859,-115.149225
0,2014,-0.5,1.5,39.9622601,-83.0007065
0,2014,-0.5,1.5,42.3315509,-83.0466403
0,2014,-0.5,1.5,32.753177,-97.3327459
0,2014,-0.5,1.5,32.753177,-97.3327459
0,2014,-0.5,1.5,39.7683331,-86.1583502
0,2014,-0.5,1.5,39.7683331,-86.1583502
0,2014,-0.5,1.5,29.4246002,-98.4951405
24.7,2014,-0.5,2.5,44.4567705,-78.7359702
30.0,2014,-0.5,2.5,25.7742658,-80.1936589
30.7,2014,-0.5,2.5,40.7127281,-74.0060152
32.6,2014,-0.5,2.5,47.6038321,-122.3300624
34.2,2014,-0.5,2.5,42.3602534,-71.0582912
36.5,2014,-0.5,2.5,29.4246002,-98.4951405
42.7,2014,-0.5,2.5,32.753177,-97.3327459
43.1,2014,-0.5,2.5,37.8044557,-122.2713563
45.7,2014,-0.5,2.5,36.4280088,-92.0269643
46.5,2014,-0.5,2.5,32.9637838,-116.7706277
53.2,2014,-0.5,2.5,42.3315509,-83.0466403
54.9,2014,-0.5,2.5,36.1662859,-115.149225
55.5,2014,-0.5,2.5,39.9527237,-75.1635262
57.2,2014,-0.5,2.5,39.7392364,-104.9848623
63.5,2014,-0.5,2.5,39.7683331,-86.1583502
65.1,2014,-0.5,2.5,39.9622601,-83.0007065
68.1,2014,-0.5,2.5,39.100105,-94.5781416
71.2,2014,-0.5,2.5,44.9706705,-93.268217735811
0.0,2014,-0.5,3.5,44.9706705,-93.268217735811
15.4,2014,-0.5,3.5,32.753177,-97.3327459
16.7,2014,-0.5,3.5,32.9637838,-116.7706277
18.1,2014,-0.5,3.5,40.7127281,-74.0060152
18.3,2014,-0.5,3.5,36.4280088,-92.0269643
19.6,2014,-0.5,3.5,29.4246002,-98.4951405
20.4,2014,-0.5,3.5,36.1662859,-115.149225
20.4,2014,-0.5,3.5,44.4567705,-78.7359702
23.5,2014,-0.5,3.5,39.7392364,-104.9848623
26.7,2014,-0.5,3.5,25.7742658,-80.1936589
31.6,2014,-0.5,3.5,37.8044557,-122.2713563
58.0,2014,-0.5,3.5,39.9527237,-75.1635262
0,2014,-0.5,3.5,42.3602534,-71.0582912
0,2014,-0.5,3.5,39.9622601,-83.0007065
0,2014,-0.5,3.5,42.3315509,-83.0466403
0,2014,-0.5,3.5,39.7683331,-86.1583502
0,2014,-0.5,3.5,39.7683331,-86.1583502
0,2014,-0.5,3.5,47.6038321,-122.3300624
0.0,2014,-0.5,4.5,44.9706705,-93.268217735811
0.0,2014,-0.5,5.5,36.1662859,-115.149225
11.2,2014,-0.5,5.5,39.7392364,-104.9848623
0,2014,-0.5,5.5,42.3602534,-71.0582912
0,2014,-0.5,5.5,39.9622601,-83.0007065
0,2014,-0.5,5.5,32.753177,-97.3327459
0,2014,-0.5,5.5,32.753177,-97.3327459
0,2014,-0.5,5.5,29.4246002,-98.4951405
0,2014,-0.5,5.5,32.9637838,-116.7706277
0,2014,-0.5,5.5,47.6038321,-122.3300624
25.8,2014,-0.5,6.5,37.8044557,-122.2713563
28.6,2014,-0.5,6.5,47.6038321,-122.3300624
33.3,2014,-0.5,6.5,25.7742658,-80.1936589
33.6,2014,-0.5,6.5,32.9637838,-116.7706277
34.5,2014,-0.5,6.5,39.7392364,-104.9848623
35.4,2014,-0.5,6.5,44.4567705,-78.7359702
36.3,2014,-0.5,6.5,45.5202471,-122.6741949
36.6,2014,-0.5,6.5,40.7127281,-74.0060152
42.0,2014,-0.5,6.5,42.3315509,-83.0466403
42.3,2014,-0.5,6.5,32.753177,-97.3327459
43.7,2014,-0.5,6.5,29.4246002,-98.4951405
44.8,2014,-0.5,6.5,44.9706705,-93.268217735811
45.4,2014,-0.5,6.5,36.4280088,-92.0269643
52.1,2014,-0.5,6.5,42.3602534,-71.0582912
53.3,2014,-0.5,6.5,39.9527237,-75.1635262
56.8,2014,-0.5,6.5,39.100105,-94.5781416
58.3,2014,-0.5,6.5,39.7683331,-86.1583502
61.6,2014,-0.5,6.5,36.1662859,-115.149225
62.4,2014,-0.5,6.5,39.9622601,-83.0007065
13.7,2014,0.5,-0.5,29.4246002,-98.4951405
21.0,2014,0.5,-0.5,25.7742658,-80.1936589
24.0,2014,0.5,-0.5,40.7127281,-74.0060152
26.0,2014,0.5,-0.5,37.8044557,-122.2713563
26.8,2014,0.5,-0.5,32.9637838,-116.7706277
27.1,2014,0.5,-0.5,44.4567705,-78.7359702
27.1,2014,0.5,-0.5,47.6038321,-122.3300624
30.2,2014,0.5,-0.5,32.753177,-97.3327459
30.8,2014,0.5,-0.5,45.5202471,-122.6741949
31.9,2014,0.5,-0.5,39.7392364,-104.9848623
32.2,2014,0.5,-0.5,44.9706705,-93.268217735811
32.8,2014,0.5,-0.5,42.3602534,-71.0582912
34.7,2014,0.5,-0.5,36.4280088,-92.0269643
43.5,2014,0.5,-0.5,42.3315509,-83.0466403
44.9,2014,0.5,-0.5,39.9527237,-75.1635262
46.6,2014,0.5,-0.5,39.7683331,-86.1583502
48.1,2014,0.5,-0.5,36.1662859,-115.149225
49.4,2014,0.5,-0.5,39.9622601,-83.0007065
49.5,2014,0.5,-0.5,39.100105,-94.5781416
27.6,2014,1.5,-0.5,29.4246002,-98.4951405
29.7,2014,1.5,-0.5,47.6038321,-122.3300624
33.6,2014,1.5,-0.5,44.4567705,-78.7359702
34.3,2014,1.5,-0.5,32.9637838,-116.7706277
37.5,2014,1.5,-0.5,40.7127281,-74.0060152
38.4,2014,1.5,-0.5,25.7742658,-80.1936589
39.5,2014,1.5,-0.5,39.7392364,-104.9848623
41.5,2014,1.5,-0.5,45.5202471,-122.6741949
47.1,2014,1.5,-0.5,37.8044557,-122.2713563
49.0,2014,1.5,-0.5,32.753177,-97.3327459
51.7,2014,1.5,-0.5,36.4280088,-92.0269643
53.3,2014,1.5,-0.5,42.3602534,-71.0582912
62.1,2014,1.5,-0.5,36.1662859,-115.149225
62.9,2014,1.5,-0.5,44.9706705,-93.268217735811
65.5,2014,1.5,-0.5,42.3315509,-83.0466403
67.7,2014,1.5,-0.5,39.9527237,-75.1635262
71.6,2014,1.5,-0.5,39.7683331,-86.1583502
71.7,2014,1.5,-0.5,39.100105,-94.5781416
75.6,2014,1.5,-0.5,39.9622601,-83.0007065
17.8,2015,-0.5,-0.5,29.4246002,-98.4951405
28.4,2015,-0.5,-0.5,47.6038321,-122.3300624
28.9,2015,-0.5,-0.5,32.9637838,-116.7706277
29.8,2015,-0.5,-0.5,40.7127281,-74.0060152
31.1,2015,-0.5,-0.5,39.7392364,-104.9848623
37.2,2015,-0.5,-0.5,32.753177,-97.3327459
37.7,2015,-0.5,-0.5,37.8044557,-122.2713563
39.4,2015,-0.5,-0.5,45.5202471,-122.6741949
40.0,2015,-0.5,-0.5,44.9706705,-93.268217735811
40.5,2015,-0.5,-0.5,36.4280088,-92.0269643
43.9,2015,-0.5,-0.5,36.1662859,-115.149225
48.8,2015,-0.5,-0.5,39.7683331,-86.1583502
51.1,2015,-0.5,-0.5,39.9527237,-75.1635262
52.2,2015,-0.5,-0.5,39.100105,-94.5781416
64.0,2015,-0.5,-0.5,39.9622601,-83.0007065
47.7,2015,-0.5,0.5,44.9706705,-93.268217735811
0,2015,-0.5,0.5,45.5202471,-122.6741949
0.0,2015,-0.5,1.5,39.7683331,-86.1583502
17.7,2015,-0.5,1.5,39.9527237,-75.1635262
22.0,2015,-0.5,1.5,32.9637838,-116.7706277
23.3,2015,-0.5,1.5,47.6038321,-122.3300624
23.8,2015,-0.5,1.5,40.7127281,-74.0060152
27.0,2015,-0.5,1.5,39.7392364,-104.9848623
28.9,2015,-0.5,1.5,44.9706705,-93.268217735811
34.5,2015,-0.5,1.5,32.753177,-97.3327459
37.3,2015,-0.5,1.5,37.8044557,-122.2713563
39.5,2015,-0.5,1.5,36.1662859,-115.149225
0,2015,-0.5,1.5,39.9622601,-83.0007065
0,2015,-0.5,1.5,45.5202471,-122.6741949
0,2015,-0.5,1.5,29.4246002,-98.4951405
31.8,2015,-0.5,2.5,40.7127281,-74.0060152
35.1,2015,-0.5,2.5,29.4246002,-98.4951405
36.0,2015,-0.5,2.5,32.9637838,-116.7706277
38.0,2015,-0.5,2.5,47.6038321,-122.3300624
40.2,2015,-0.5,2.5,36.1662859,-115.149225
41.1,2015,-0.5,2.5,32.753177,-97.3327459
43.0,2015,-0.5,2.5,39.7392364,-104.9848623
46.8,2015,-0.5,2.5,39.7683331,-86.1583502
53.1,2015,-0.5,2.5,39.9527237,-75.1635262
58.8,2015,-0.5,2.5,37.8044557,-122.2713563
60.7,2015,-0.5,2.5,39.9622601,-83.0007065
63.4,2015,-0.5,2.5,44.9706705,-93.268217735811
70.3,2015,-0.5,2.5,39.100105,-94.5781416
0,2015,-0.5,2.5,45.5202471,-122.6741949
10.0,2015,-0.5,3.5,32.753177,-97.3327459
15.9,2015,-0.5,3.5,44.9706705,-93.268217735811
17.0,2015,-0.5,3.5,32.9637838,-116.7706277
18.2,2015,-0.5,3.5,40.7127281,-74.0060152
19.0,2015,-0.5,3.5,29.4246002,-98.4951405
21.7,2015,-0.5,3.5,47.6038321,-122.3300624
23.9,2015,-0.5,3.5,39.7392364,-104.9848623
25.3,2015,-0.5,3.5,36.1662859,-115.149225
29.0,2015,-0.5,3.5,39.9527237,-75.1635262
0,2015,-0.5,3.5,39.9622601,-83.0007065
0,2015,-0.5,3.5,39.7683331,-86.1583502
0,2015,-0.5,3.5,37.8044557,-122.2713563
0,2015,-0.5,3.5,45.5202471,-122.6741949
0.0,2015,-0.5,5.5,39.7392364,-104.9848623
0.0,2015,-0.5,5.5,36.1662859,-115.149225
0,2015,-0.5,5.5,32.753177,-97.3327459
0,2015,-0.5,5.5,32.753177,-97.3327459
0,2015,-0.5,5.5,37.8044557,-122.2713563
0,2015,-0.5,5.5,29.4246002,-98.4951405
0,2015,-0.5,5.5,32.9637838,-116.7706277
0,2015,-0.5,5.5,47.6038321,-122.3300624
27.4,2015,-0.5,6.5,37.8044557,-122.2713563
28.4,2015,-0.5,6.5,47.6038321,-122.3300624
32.2,2015,-0.5,6.5,39.7392364,-104.9848623
32.8,2015,-0.5,6.5,32.9637838,-116.7706277
35.4,2015,-0.5,6.5,29.4246002,-98.4951405
36.5,2015,-0.5,6.5,40.7127281,-74.0060152
38.7,2015,-0.5,6.5,44.9706705,-93.268217735811
40.7,2015,-0.5,6.5,45.5202471,-122.6741949
41.5,2015,-0.5,6.5,32.753177,-97.3327459
41.9,2015,-0.5,6.5,36.1662859,-115.149225
45.0,2015,-0.5,6.5,39.100105,-94.5781416
49.2,2015,-0.5,6.5,39.9527237,-75.1635262
52.5,2015,-0.5,6.5,39.7683331,-86.1583502
68.8,2015,-0.5,6.5,39.9622601,-83.0007065
11.7,2015,0.5,-0.5,29.4246002,-98.4951405
23.9,2015,0.5,-0.5,40.7127281,-74.0060152
24.0,2015,0.5,-0.5,47.6038321,-122.3300624
24.6,2015,0.5,-0.5,39.7392364,-104.9848623
25.3,2015,0.5,-0.5,32.9637838,-116.7706277
30.2,2015,0.5,-0.5,32.753177,-97.3327459
33.5,2015,0.5,-0.5,36.4280088,-92.0269643
33.7,2015,0.5,-0.5,44.9706705,-93.268217735811
37.6,2015,0.5,-0.5,45.5202471,-122.6741949
41.0,2015,0.5,-0.5,36.1662859,-115.149225
44.6,2015,0.5,-0.5,39.7683331,-86.1583502
45.8,2015,0.5,-0.5,39.9527237,-75.1635262
48.8,2015,0.5,-0.5,39.100105,-94.5781416
51.8,2015,0.5,-0.5,39.9622601,-83.0007065
22.5,2015,0.5,0.5,36.4280088,-92.0269643
16.8,2015,0.5,1.5,36.4280088,-92.0269643
30.7,2015,0.5,2.5,36.4280088,-92.0269643
12.9,2015,0.5,3.5,36.4280088,-92.0269643
37.3,2015,0.5,6.5,36.4280088,-92.0269643
26.1,2015,1.5,-0.5,29.4246002,-98.4951405
33.5,2015,1.5,-0.5,32.9637838,-116.7706277
34.4,2015,1.5,-0.5,47.6038321,-122.3300624
38.1,2015,1.5,-0.5,40.7127281,-74.0060152
39.8,2015,1.5,-0.5,39.7392364,-104.9848623
41.0,2015,1.5,-0.5,45.5202471,-122.6741949
44.0,2015,1.5,-0.5,37.8044557,-122.2713563
47.3,2015,1.5,-0.5,32.753177,-97.3327459
47.9,2015,1.5,-0.5,36.1662859,-115.149225
49.5,2015,1.5,-0.5,36.4280088,-92.0269643
49.7,2015,1.5,-0.5,44.9706705,-93.268217735811
54.7,2015,1.5,-0.5,39.7683331,-86.1583502
58.6,2015,1.5,-0.5,39.9527237,-75.1635262
64.0,2015,1.5,-0.5,39.100105,-94.5781416
81.3,2015,1.5,-0.5,39.9622601,-83.0007065
32.1,2015,1.5,0.5,36.4280088,-92.0269643
29.5,2015,1.5,1.5,36.4280088,-92.0269643
58.6,2015,1.5,2.5,36.4280088,-92.0269643
24.3,2015,1.5,3.5,36.4280088,-92.0269643
52.2,2015,1.5,6.5,36.4280088,-92.0269643
27.9,2016,-0.5,-0.5,32.9637838,-116.7706277
33.8,2016,-0.5,-0.5,39.7392364,-104.9848623
34.9,2016,-0.5,-0.5,37.8044557,-122.2713563
38.1,2016,-0.5,-0.5,45.5202471,-122.6741949
40.2,2016,-0.5,-0.5,44.9706705,-93.268217735811
50.0,2016,-0.5,-0.5,39.7683331,-86.1583502
50.9,2016,-0.5,-0.5,39.9527237,-75.1635262
51.7,2016,-0.5,-0.5,39.100105,-94.5781416
57.1,2016,-0.5,-0.5,39.9622601,-83.0007065
128.0,2016,-0.5,0.5,44.9706705,-93.268217735811
26.0,2016,-0.5,1.5,32.9637838,-116.7706277
30.0,2016,-0.5,1.5,37.8044557,-122.2713563
30.6,2016,-0.5,1.5,39.9527237,-75.1635262
37.1,2016,-0.5,1.5,44.9706705,-93.268217735811
38.8,2016,-0.5,1.5,45.5202471,-122.6741949
54.9,2016,-0.5,1.5,39.7392364,-104.9848623
0,2016,-0.5,1.5,39.9622601,-83.0007065
0,2016,-0.5,1.5,39.7683331,-86.1583502
30.1,2016,-0.5,2.5,32.9637838,-116.7706277
39.7,2016,-0.5,2.5,39.7392364,-104.9848623
48.4,2016,-0.5,2.5,45.5202471,-122.6741949
51.8,2016,-0.5,2.5,39.7683331,-86.1583502
53.5,2016,-0.5,2.5,37.8044557,-122.2713563
53.7,2016,-0.5,2.5,39.100105,-94.5781416
54.7,2016,-0.5,2.5,39.9527237,-75.1635262
55.8,2016,-0.5,2.5,39.9622601,-83.0007065
56.1,2016,-0.5,2.5,44.9706705,-93.268217735811
15.2,2016,-0.5,3.5,32.9637838,-116.7706277
19.9,2016,-0.5,3.5,39.9527237,-75.1635262
31.7,2016,-0.5,3.5,39.7392364,-104.9848623
0,2016,-0.5,3.5,39.9622601,-83.0007065
0,2016,-0.5,3.5,39.7683331,-86.1583502
0,2016,-0.5,3.5,37.8044557,-122.2713563
0,2016,-0.5,3.5,45.5202471,-122.6741949
20.0,2016,-0.5,4.5,44.9706705,-93.268217735811
0.0,2016,-0.5,5.5,39.9622601,-83.0007065
7.4,2016,-0.5,5.5,39.7392364,-104.9848623
0,2016,-0.5,5.5,37.8044557,-122.2713563
0,2016,-0.5,5.5,45.5202471,-122.6741949
0,2016,-0.5,5.5,32.9637838,-116.7706277
26.8,2016,-0.5,6.5,37.8044557,-122.2713563
31.3,2016,-0.5,6.5,32.9637838,-116.7706277
33.5,2016,-0.5,6.5,39.7392364,-104.9848623
